name,Weight,Class,Energy,Protein,Fat,Carbohydrate,Total Dietary,Calcium,Iron,Sodium,Vitamin A (Retinol),Vitamin A (Beta-Carotene),Vitamin B1 (Thiamine),Vitamin B2 (Rivoflavin),Vitamin C,Linoleic Acid,Alpha-Linolenic Acid,EPA,DHA
파인애플볶음밥,123,일품요리,210.9,3.377,3.2008,40.9593,1.58,15.4,0.7275,237.8,0.05,74.77083333,0.12265,0.07155,3.615,1.5438345,0.2093909,0.593,0.3475
파인애플새우볶음밥,133,일품요리,214.05,6.2675,3.3333,38.3703,1.58,26.35,1.1045,47.9,0,74.77083333,0.1222,0.0609,3.765,1.543768,0.2093909,0,0
표고버섯콩나물밥,104,일품요리,252.15,5.0345,6.567,42.4402,0.424,18.74,1.0389,149.22,0,0.319166667,0.16067,0.12807,0.45,2.937104,0.2415175,0,0
닭살하이라이스,126,일품요리,250.92,7.9865,4.3328,44.0463,1.615,20.05,1.2225,341.38,7.05,69.89583333,0.15635,0.0617,3.731,1.5995845,0.2036854,0,0
쇠고기하이라이스,100.1,일품요리,287.017,7.8548,9.6858,40.878,0.78,15.881,1.521,343.876,6.5,23.91516667,0.11626,0.10612,1.696,1.200095,0.1434231,0,0
하이라이스,166,일품요리,250.27,7.395,5.7318,41.4258,1.375,16.35,0.971,338.23,1.05,46.77083333,0.14805,0.04135,3.454,1.8388415,0.2137529,0,0.1755
오징어굴소스볶음밥,101,일품요리,207.07,6.7582,3.4698,35.5767,0.61,9.81,0.6958,182.54,0.03,28.32083333,0.11217,0.05494,20.8575,1.5399839,0.2039569,31.9358,124.4285
해물볶음밥,133.2,일품요리,216.65,8.9865,3.5543,35.6593,1.08,23.88,1.1369,143.494,0,53.34166667,0.11625,0.0672,31.864,1.5509205,0.2071549,23.685,93.165
김치스팸치즈볶음밥,170,일품요리,303.94,9.6735,11.2361,39.2031,1.245,161.91,1.0845,391.07,12.15,86.36416667,0.1673,0.1117,8.1485,2.715865,0.2614033,4.422,1.137
안매운김치볶음밥,100,일품요리,206.04,3.183,5.1986,35.0931,0.805,23.06,0.797,53.97,0,73.81833333,0.12255,0.0329,3.029,2.370162,0.2087888,0,0
씻은김치볶음밥,120,일품요리,210.44,3.397,5.2166,36.1211,1.245,26.06,0.843,53.97,0,78.31833333,0.13015,0.0489,3.651,2.373272,0.2175388,0,0
백김치볶음밥,135,일품요리,211.04,3.4495,5.2011,36.2911,1.91,25.51,0.767,145.82,0,74.335,0.11775,0.0509,7.844,2.379523,0.2233243,0,0
김치볶음밥,135,일품요리,214.99,4.437,5.2926,37.0911,1.665,37.86,1.113,89.97,0,81.6975,0.14325,0.1203,8.737,2.391176,0.2210248,0,0
햄김치볶음밥,155,일품요리,240.59,7.637,6.1326,38.2111,1.665,39.06,1.293,289.97,0,81.6975,0.16325,0.1623,18.137,2.391176,0.2210248,0,0
김치영양밥,120,일품요리,210.64,4.077,5.2686,36.2311,1.465,28.46,1.043,54.57,0,78.185,0.14515,0.1019,7.75,2.376751,0.2210248,0,0
햄채소볶음밥,110,일품요리,228.74,6.1725,6.0151,35.8846,0.855,10.81,0.86,206.27,0,50.185,0.12395,0.07935,30.819,2.375512,0.2137998,0,0
햄크림파스타,250,일품요리,315.96,13.0791,7.6832,49.7903,2.891,136.51,1.2829,189.14,55,9.6375,0.10246,0.36037,43.6872,1.9848656,0.2448414,0.84,0
닭채소칼국수,192,일품요리,326.56,12.731,3.937,57.4513,3.241,28.1,0.9156,381.31,15,74.6375,0.12423,0.13308,4.7305,0.391957,0.0344805,0,0
고구마짜장밥,160,일품요리,342.75,9.153,8.0835,56.614,2.83,24.85,1.142,844.3,1.4,69.78333333,0.2748,0.05005,5.735,3.0706465,0.3606455,0,0.234
호박짜장밥,160,일품요리,309.75,9.168,8.0785,48.6015,2.705,24.85,1.087,842.55,1.4,74.74166667,0.26805,0.0633,4.7325,3.063939,0.3702105,0,0.234
짜장라이스,153,일품요리,323.945,9.11195,4.15965,60.9565,2.172,35.51,1.1821,1008.105,1.05,10.85416667,0.23632,0.08806,11.975,1.36324355,0.16264915,0,0
쇠고기비빔밥,111.4,일품요리,252.19,6.1398,5.32318,43.45478,1.153,22.722,1.3549,65.752,2.6,74.2285,0.14427,0.12627,7.9706,1.2130893,0.14734194,0.263,0
베이컨김치볶음밥,135.2,일품요리,235.166,5.9367,3.2782,44.7677,1.225,32.786,1.1775,119.07,0.08,65.8975,0.16836,0.08198,29.1122,0.6924503,0.0675938,12.198,0.8816
쇠고기야채볶음밥,133.4,일품요리,291.66,6.4367,7.47588,47.74148,1.775,17.782,1.2605,121.782,3.9,52.4685,0.14137,0.09367,7.0165,1.6958115,0.20350554,0,0
돼지고기카레라이스,116,일품요리,237.25,7.22,4.3346,42.1176,1.19,17.7,1.2955,13.45,1.05,49.93333333,0.22505,0.0517,3.2395,0.7653135,0.0816723,0,0.1755
돈육카레라이스,116,일품요리,232.45,7.203,3.8001,42.1396,1.24,18.2,1.3495,16.85,1.05,49.33333333,0.20155,0.07905,4.9695,0.6462685,0.0748648,0,0
돈육버섯카레라이스,141,일품요리,271,8.377,3.8686,50.6461,1.48,19.2,1.6115,18.55,1.05,49.36666667,0.2331,0.1445,4.9695,0.6653275,0.0748648,0,0
쇠고기오므라이스,176.4,일품요리,355.76,11.5101,10.42828,51.37588,1.96,39.482,1.9659,259.172,58.3,54.71016667,0.174,0.29015,6.6669,2.1370083,0.21297304,0,28.288
야채유부초밥,130.4,일품요리,296.706,8.3833,6.4675,49.30158,1.6466,75.28,1.91716,87.91,0,52.85,0.147178,0.069148,17.384,0.022063,0.006907,0,0
국수,109.6,일품요리,220.9,8.7532,5.10403,33.38403,1.878,65.067,1.1856,667.55,7.3,76.431,0.07523,0.160095,2.4603,0.47053835,0.02838314,6.0204,22.572
해물칼국수,153,일품요리,294.16,14.8226,1.4032,52.4167,1.871,74.01,1.1474,473.01,0,27.65833333,0.06171,0.08777,1.6177,0.3778962,0.0309191,64.2654,228.0965
오징어칼국수,155.1,일품요리,282.685,11.5328,1.1507,53.8936,2.426,67.315,0.9599,446.754,0,75.2325,0.06718,0.06988,2.4845,0.3875459,0.0311063,37.6004,145.024
베이컨치즈스파게티,134.5,일품요리,236.715,9.60745,7.7602,32.49635,1.82,114.11,0.99565,589.72,16.16,75.37875,0.05414,0.19919,5.2921,0.38518685,0.0361496,1.463,0.3306
맛살우동,191.7,일품요리,155.105,4.66245,1.2667,30.46825,2.0315,37.62,0.7188,299.504,1.2,6.985,0.08434,0.04409,0.4778,0.48299495,0.0363568,1.514,7.859
쇠고기비빔국수,122.2,일품요리,247.26,8.8907,5.8364,38.6059,2.167,50.73,0.8685,733.134,0.9,9.600833333,0.10118,0.28278,3.1352,2.1625965,0.2167331,0,0
김치우동,140.2,일품요리,160.8,6.4505,1.3485,29.4613,2.001,132.16,1.053,434.054,0,28.87083333,0.11213,0.07348,3.0505,0.378377,0.0197025,15.051,52.01
깻잎누드롤,123.8,일품요리,242.156,7.4973,5.50127,40.09037,1.1445,56.659,1.3411,202.873,0.85,115.0623333,0.176555,0.20094,10.18455,1.8576213,0.16080906,0,1.2886
미니김밥,134.4,일품요리,221.196,10.8341,4.14862,34.09,1.0096,66.71,1.77806,216.306,68,70.89333333,0.142918,0.350748,6.1016,0.6611068,0.02846276,0,35.36
달걀버섯볶음밥,123.1,일품요리,223.2,7.4855,5.4673,36.2513,0.975,20.24,1.3917,78.297,40.8,0.133333333,0.14835,0.2613,0,1.881534,0.2119044,0,21.216
마파두부밥,113.3,일품요리,291.577,9.42072,2.75795,54.69761,1.1561,25.497,1.41832,200.764,0.125,3.436583333,0.155646,0.147112,0.4166,1.15044,0.12320293,0.2965,0.17375
불고기주먹밥,98.2,일품요리,174.664,5.6053,0.53198,36.09178,0.686,10.006,0.7383,60.692,0.1,47.281,0.12982,0.10013,1.4801,0.0970848,0.00325164,0,0
새우야채볶음밥,135,일품요리,202.65,9.2955,1.1665,37.815,1.295,18.15,1.8185,210,0,52.08333333,0.1318,0.1467,28.923,0.042845,0.006388,0,0
야채주먹밥,116.1,일품요리,224.519,6.82738,5.443,35.58062,0.7923,25.886,1.22772,45.391,40.8,38.58391667,0.133033,0.184511,3.2756,1.87893788,0.20538557,0,21.216
청포묵비빔밥,107,일품요리,220.6,6.4775,1.6904,42.8723,0.708,12.68,0.8848,68.94,6.9,48.40916667,0.14229,0.08569,1.201,0.482534,0.0118117,0,3.536
김치햄볶음밥,128.2,일품요리,204.25,5.224,3.6578,36.6608,1.185,26.58,0.9409,231.744,0,55.35416667,0.14295,0.08985,8.1005,1.5442665,0.2042269,0,0
햄야채볶음밥,113.2,일품요리,210.8,6.474,4.0278,36.1208,1.185,11.18,0.8309,273.744,0,49.5,0.13045,0.09585,11.0505,1.5442665,0.2042269,0,0
김치해물칼국수,165,일품요리,312.51,11.3611,4.1572,54.4838,2.071,46.91,2.0814,349.09,3,51.82916667,0.06861,0.09907,3.7987,1.9052756,0.2219249,7.25,13.975
닭칼국수,142,일품요리,304.99,11.8992,3.9051,52.6511,2.089,20.66,0.6975,283.6,15,39.5175,0.10076,0.08222,1.5452,0.3808844,0.0284569,0,0
비빔쌀국수,94.21,일품요리,205.1247,8.89023,1.00651,40.27143,0.369,20.5381,1.02335,1151.5786,0.1,0.500266667,0.230971,0.110382,2.2582,0.0047047,0.0012693,0,0
새우크림스파게티,317.71,일품요리,411.7147,14.91338,21.66371,39.64623,1.9275,273.4781,1.74805,151.2686,247.16,4.705266667,0.094131,0.444547,7.8223,1.1807711,0.1522318,4.38,0
쇠고기쌀국수,98.2,일품요리,170.01,9.6414,0.8672,30.8805,0.616,16.62,0.5007,870.344,0.25,3.400833333,0.20676,0.08386,2.789,0.0058747,0.002197,0,0
오뎅우동,119.5,일품요리,152.115,4.10025,1.4769,29.71995,2.0625,23.06,0.3152,188.7,2.4,6.669166667,0.08217,0.03066,1.1478,0.58174015,0.0460295,3.028,15.718
오색채소비빔면,110,일품요리,222.96,6.2916,1.6888,44.4608,2.308,33,0.7445,712.57,0,14.63416667,0.08902,0.14145,41.22,0.7414165,0.034198,0,0
해물우동볶음,169,일품요리,188,9.9595,1.6017,32.1459,2.793,33.84,1.8285,275.81,3.03,47.80416667,0.09735,0.08365,6.7886,0.3806507,0.02194,16.1458,62.3185
해산물칼국수,161,일품요리,326.59,14.6508,4.4353,53.8094,1.99,42.67,3.1233,363.82,6,47.1375,0.05351,0.12842,2.5374,1.9044169,0.2218769,7.25,13.975
우엉채소볶음밥,85.1,일품요리,189.967,3.3972,2.77359,36.48304,1.432,16.553,0.75835,54.846,0,46.46383333,0.10438,0.05502,1.06525,1.32604965,0.16718092,0,0
찹쌀닭백숙,72.21,일품요리,167.6747,11.06343,5.38591,17.37933,0.095,7.4281,0.98285,100.9986,25,0.0361,0.129911,0.130572,0.3379,0.0003963,0.0002045,0,0
볶음우동,129.5,일품요리,163.485,3.2859,3.02955,29.6778,2.423,15.75,0.29345,239.685,0,48.88083333,0.0908,0.04657,11.2164,1.2144211,0.0318429,0,0
주꾸미미나리볶음밥,100.6,일품요리,184.772,6.5085,2.83535,31.8047,0.621,16.191,1.0653,100.676,0,29.54766667,0.10088,0.12332,1.1126,1.2823682,0.1698642,0,0
참나물유부초밥,81,일품요리,243.855,6.608,9.85795,30.6067,0.545,72.545,1.64305,178.465,0,43.44791667,0.0929,0.03629,0.7225,1.56107025,0.08732155,0,0
일본식쇠고기덮밥(규동),89.7,일품요리,264.727,7.84574,8.39128,37.72017,0.2159,16.089,1.39241,75.72,7.8,1.122083333,0.116879,0.132328,1.11458,0.27118664,0.00991701,0,0
해물굴소스볶음밥,102.8,일품요리,221.896,10.7167,3.33323,35.21028,0.353,24.477,1.1826,282.718,0.04,24.292,0.11055,0.06079,0.9411,1.359817,0.16678264,32.0544,124.498
멸치볶음밥,70.8,일품요리,199.996,7.3273,3.32103,33.33678,0.344,69.067,0.7479,412.668,0,24.292,0.10238,0.07503,0.6225,1.3632175,0.17137464,59.892,185.397
과일카레라이스,106,일품요리,253.05,4.634,2.6831,52.4711,1.065,14.05,1.2715,5.35,0,25.34166667,0.14095,0.0391,2.073,0.518673,0.0677393,0,0
크림소스스파게티,120.3,일품요리,239.037,7.1409,10.9555,28.0643,1.341,61.721,0.6313,151.54,60.1,2.096833333,0.06782,0.14954,8.1942,0.7799544,0.0656958,1.936,1.402
안매운마파두부덮밥,98.6,일품요리,245.092,8.4203,6.5429,36.2423,1.017,26.046,1.2538,121.831,2.4,2.75475,0.215825,0.136845,0.2961,2.27483055,0.2996772,0,0
해물볶음우동,115.6,일품요리,168.492,5.92235,2.2274,29.76945,1.8345,12.761,0.277,332.086,0.02,10.03766667,0.08437,0.06073,1.4897,0.87639615,0.0820393,23.9222,93.304
브로콜리채소볶음밥,78.7,일품요리,180.415,3.3955,2.79649,34.21158,0.9848,13.883,0.73743,34.334,0,37.06883333,0.104864,0.052934,6.51025,1.32358305,0.17789912,0,0
취나물밥+양념장,86.7,일품요리,213.079,4.4229,1.53847,44.15067,1.5665,49.638,2.56201,149.162,0,58.19291667,0.136315,0.226248,3.929,0.53693695,0.06143905,0,0
유부초밥,69.2,일품요리,245.85,5.9501,8.7493,34.08375,0.3535,58.115,1.35235,74.019,0,12.48375,0.104625,0.05166,1.1515,1.73178925,0.08105365,0,0
닭가지볶음밥,99.8,일품요리,203.006,7.815,3.06513,34.33408,0.87,10.877,0.7534,109.778,2,34.13866667,0.14826,0.08866,0.9191,1.3950562,0.16829184,0,0
열무보리비빔밥,52.5,일품요리,156.405,3.092,0.78455,33.0465,0.968,17.995,0.69895,103.88,0,13.26625,0.10094,0.03691,0.1788,0.27824785,0.01471455,0,0
열무보리간장비빔밥,52.5,일품요리,153.965,3.0932,0.75715,32.3505,0.872,17.915,0.68335,176.72,0,7.44125,0.09166,0.03829,0.2442,0.26421385,0.01292935,0,0
오이비빔국수,50.5,일품요리,153.795,4.36726,0.75631,30.68553,0.9331,10.538,0.37405,558.136,0,9.552083333,0.047615,0.05572,0.9839,0.37299925,0.01623835,0,0
닭고기카레라이스,97.6,일품요리,240.372,9.6533,4.36185,39.9063,0.51,13.431,1.2015,15.896,2.5,24.69433333,0.16446,0.03807,1.496,1.316163,0.166334,0,0
참치가지볶음밥,110,일품요리,226.82,11.967,3.6224,34.6059,1.175,16.78,3.1046,306.03,0,25.2825,0.11774,0.07182,1.1301,0.932538,0.0717437,0,0
토마토새우볶음밥,102.1,일품요리,214.33,6.8468,1.3873,41.8561,0.948,21.62,1.1764,78.967,0,8.708333333,0.12383,0.04851,6.3116,0.5300413,0.0731608,0,0
새우카레볶음밥,86.1,일품요리,231.407,7.2689,0.97,46.5092,0.263,15.501,1.8159,5.436,0,14.4685,0.13782,0.02618,0.6786,0.0042306,0.000333,0,0
게살볶음밥,79.2,일품요리,201.394,5.717,3.11138,35.86678,0.251,43.686,0.9111,231.942,13.6,24.27266667,0.11023,0.11332,0.3285,1.2137265,0.13628624,0,7.072
밥새우주먹밥,67.1,일품요리,193.482,8.2698,2.25865,33.1191,0.24,412.846,2.19825,522.911,0,23.91141667,0.11371,0.02272,8.545,0.72039525,0.06869015,0,0
돼지고기잡채덮밥,92.4,일품요리,207.098,9.10376,1.35069,38.04751,0.5661,14.161,1.07599,78.78,0.25,35.12225,0.179635,0.092152,3.7608,0.21783465,0.00737715,0,0
깻잎비빔국수,87.7,일품요리,250.883,6.75656,2.41395,48.38594,2.0056,34.037,0.68269,839.842,0,40.80241667,0.105276,0.091412,3.2862,1.09149011,0.04698979,0,0
소보로덮밥,97.9,일품요리,253.841,7.52981,3.13543,46.30851,0.3561,24.342,1.34034,161.133,40.8,46.16591667,0.155144,0.184232,0.33758,0.65012994,0.02966827,0,21.216
파프리카유부초밥,73.9,일품요리,214.075,5.7504,5.02137,34.86972,0.304,49.38,1.25795,74.079,0,19.665,0.10354,0.02795,4.8334,0.1077862,0.01464556,0,0
돈육카레볶음밥,96.3,일품요리,231.151,9.7431,3.99318,37.75098,0.567,11.097,1.0321,157.938,0.25,23.917,0.17831,0.11594,1.7446,1.2124338,0.13838624,0,0
비빔국수,66.5,일품요리,183.435,4.743,1.53135,36.5771,1.406,20.185,0.48305,634.5,0,14.84875,0.0798,0.09294,1.2865,0.69611215,0.02364895,0,0
참치마요덮밥,102,일품요리,259.78,12.8078,7.1321,33.9133,0.341,26.58,3.2163,329.26,14.6,19.08333333,0.12077,0.09204,0.6699,0.6205423,0.0754437,0,7.072
크림리조또,109,일품요리,246.33,5.8078,11.5005,28.2923,0.203,55.48,0.5067,117.92,60.15,1.033333333,0.11753,0.09941,9.9881,1.9305533,0.2333044,1.936,1.953
연두부된장덮밥,127.3,일품요리,234.931,9.0785,4.65258,37.16028,0.113,29.547,1.511,112.408,0.15,1.300333333,0.23674,0.06107,0.3741,1.1656764,0.13681714,0,0
깐풍돼지고기덮밥,108,일품요리,273.69,10.2009,5.1677,44.3698,0.251,7.64,0.9111,126.54,0.6,0.6375,0.22348,0.19104,0.8706,2.084796,0.2088634,0,0
장조림버터비빔밥,81.2,일품요리,230.264,9.70125,5.67947,32.86837,0.0245,10.413,1.38531,152.002,30.01,0.195416667,0.12519,0.107998,0.1797,0.4106537,0.01182035,0,7.072
곤드레나물밥+양념장,61.5,일품요리,213.477,3.82022,0.55023,46.47961,0.0447,6.996,0.79853,126.998,0,1.072083333,0.130241,0.024064,0.18462,0.10198221,0.00148955,0,0
홍합영양밥,84.3,일품요리,200.391,6.37716,0.85849,40.19331,0.4631,15.7,2.14389,126.644,6,23.57708333,0.102955,0.115662,1.8509,0.11696125,0.00491955,0,0
양배추밥+양념장,67.6,일품요리,193.014,3.53969,0.71855,41.33852,0.4507,10.964,0.70794,127.853,0,0.947333333,0.121977,0.023259,2.9994,0.21568,0.00758726,0,0
냉콩국+소면,251.5,일품요리,259.215,12.48145,6.0321,37.3651,5.8115,165.18,1.46425,105.65,55,11.17791667,0.1081,0.241655,5.52135,1.4592537,0.20547,0.84,0
감자수제비,78.8,일품요리,174.06,5.9462,0.5414,34.8439,1.956,56.96,0.7398,161.331,0,15.85583333,0.08664,0.02868,2.9066,0.2263553,0.017673,6.0204,20.804
게살된장우동,131.5,일품요리,165.81,6.11725,1.19225,31.2574,1.65,88.92,0.7196,453.25,0,0.511666667,0.10396,0.05892,1.172,0.370703,0.0182544,4.5153,15.603
단호박수제비,94.5,일품요리,182.615,6.0619,0.66255,36.8443,2.844,55.595,0.74755,76.24,0,84.62833333,0.088795,0.05058,4.89685,0.26285075,0.0315456,6.0204,20.804
들깨수제비,53.8,일품요리,173.635,5.82314,1.53307,32.40028,1.608,55.043,0.70622,74.813,0,0.386583333,0.077504,0.027037,0.9784,0.49582966,0.33905731,6.0204,20.804
들깨칼국수,110.8,일품요리,289.284,9.09586,2.85758,54.45468,2.9552,97.118,1.18632,376.434,0,0.6125,0.06109,0.04957,2.02876,0.63222624,1.2617551,9.0306,31.206
칼국수,119.1,일품요리,257.242,7.15005,0.8169,53.0491,2.057,56.436,0.67335,692.406,0,5.016,0.045285,0.02547,1.90035,0.37524645,0.0319291,4.5153,15.603
새우튀김우동,122.5,일품요리,197.575,9.22805,3.8958,29.3772,1.694,67.555,1.76615,218.295,6.8,6.641666667,0.086925,0.05775,0.383,1.4506325,0.1525843,6.0204,24.34
매생이수제비,80.3,일품요리,167.877,6.0254,0.8721,33.3133,2.368,63.391,2.4712,124.24,0,47.81183333,0.07799,0.02914,1.22,0.2339827,0.034146,7.6404,25.984
메밀국수,127.9,일품요리,137.296,5.0283,0.79523,27.35748,1.907,48.006,0.63799,284.169,0,7.13025,0.02474,0.071057,2.19555,0.2882299,0.0356471,10.6143,15.603
유부우동,110.2,일품요리,212.386,7.49606,7.25924,27.6147,1.5826,88.966,1.24114,186.634,0,0.6925,0.084206,0.030312,0.13022,0.36736046,0.0169331,3.0102,10.402
호박감자수제비,135.5,일품요리,203.845,8.7977,0.76005,38.9303,2.84,90.435,3.22575,76.44,0,28.1925,0.109055,0.08972,5.83035,0.23252435,0.0247175,6.0204,20.804
호박칼제비,145.5,일품요리,257.295,9.83415,0.9522,50.05335,2.6875,92.74,3.1726,237.54,0,29.08666667,0.08906,0.08661,3.9985,0.33400255,0.0325236,6.0204,20.804
가자미미역국,30.3,국,55.309,6.14546,3.06173,1.43818,1.0692,44.193,0.39357,302.254,2,15.48083333,0.045195,0.0703,0.50981,0.84212079,0.0260327,25.7424,0
갈비탕,50.7,국,62.856,9.30189,2.35526,0.52545,0.0999,4.755,1.18376,128.063,0.8,0.726833333,0.025774,0.075738,0.84788,0.07504969,0.0034844,0,0
갈비탕+당면,63.6,국,111.252,10.5073,3.09265,9.5111,0.22,18.106,1.81805,71.386,14.4,0.7035,0.029415,0.12179,0.32085,0.18391545,0.0055317,0,7.072
설렁탕,69.4,국,82.407,5.7219,5.9292,1.299,0.125,19.471,0.1042,136.287,3,0.060166667,0.04965,0.08602,0.9208,0.0023412,0.0001181,0,0
설렁탕+소면,79.4,국,119.407,6.7579,6.0562,8.785,0.325,21.371,0.1862,263.687,3,0.060166667,0.06115,0.09392,0.9548,0.0696892,0.0037091,0,0
갈은북어국,32.3,국,39.915,4.8229,1.7504,0.982,0.223,24.39,0.3454,139.221,0,0.824583333,0.02383,0.02395,1.5015,0.20219025,0.93270585,0,0
감잣국,35.1,국,27.688,1.88743,0.12967,4.95745,0.8473,48.593,0.46887,90.042,0,0.701666667,0.023263,0.016156,3.34221,0.00452248,0.0014506,6.0204,20.804
감자국,40.1,국,29.038,1.93493,0.13167,5.29145,0.9323,49.343,0.47887,90.192,0,0.71,0.025013,0.016706,3.63621,0.00539248,0.0014986,6.0204,20.804
감자다시마국,43.2,국,45.696,2.04976,1.63264,6.0142,1.0016,53.476,0.56464,105.834,0,1.18625,0.028141,0.022022,4.00507,0.62980256,0.00980355,6.0204,20.804
감자미역국,40.2,국,45.716,2.48456,1.76454,6.1177,1.9346,79.216,0.65564,300.834,0,16.16875,0.022941,0.019202,3.29957,0.63906146,0.02506285,31.7628,20.804
감자달걀국,59.6,국,52.225,3.8648,1.23465,6.3495,1.064,54.753,0.75185,97.49,20.4,0.518,0.038715,0.08633,4.07785,0.16994125,0.0052206,6.0204,31.412
감자된장찌개,58.3,국,39.349,2.54489,0.28536,6.90195,1.2919,50.904,0.78006,243.746,0,2.72,0.061024,0.035708,4.39008,0.00749179,0.0059656,6.0204,20.804
감자된장국,57.3,국,37.979,2.43389,0.24836,6.75195,1.2919,50.094,0.71006,193.836,0,2.72,0.053424,0.032508,4.39008,0.00749179,0.0059656,6.0204,20.804
감자맑은된장국,46.5,국,33.005,1.74785,0.1851,6.29125,1.0785,27.73,0.5661,172.04,0,0.47,0.04866,0.02396,4.1028,0.00559405,0.0013912,3.0102,10.402
감자부추국,52,국,34.26,2.3853,0.267,5.814,0.927,50.92,0.9956,194.08,0,1.195,0.06227,0.03033,4.018,0.0053286,0.0014986,6.0204,20.804
감자수제비국,78.8,국,128.76,6.1502,0.5399,23.8879,1.551,78.56,2.4153,161.181,0,15.85583333,0.06699,0.05808,3.3311,0.1445468,0.0125415,6.0204,20.804
감자수제비국(조개x),63.8,국,117.81,4.3952,0.3899,23.3479,1.551,54.41,0.6303,161.181,0,15.85583333,0.06249,0.02508,2.8811,0.1445468,0.0125415,6.0204,20.804
감자애호박국,41,국,24.069,1.83945,0.136,4.07265,0.9345,46.896,0.4298,144.751,0,4.1965,0.02273,0.02406,2.7623,0.00668485,0.008079,6.0204,20.804
무채양팟국,32.8,국,13.124,1.46289,0.12891,1.67075,0.3569,47.589,0.30561,75.596,0,0.075,0.017179,0.009278,2.03493,0.00740774,0.0020143,6.0204,20.804
감자양파국,32.8,국,20.924,1.66989,0.12141,3.42875,0.6719,45.489,0.36561,74.846,0,0.025,0.017329,0.010178,2.51043,0.00500924,0.0008188,6.0204,20.804
감자양팟국,35.8,국,21.614,1.72329,0.12591,3.57275,0.7199,46.209,0.39021,74.846,0,0.7175,0.019309,0.012998,2.61693,0.00641804,0.0015685,6.0204,20.804
감자채맑은국,45,국,32.291,2.02766,0.13159,5.9817,1.0706,48.385,0.49609,84.044,0,0.614,0.027691,0.017432,4.13757,0.00588421,0.0015906,6.0204,20.804
감자챗국,47,국,35.41,2.3058,0.239,6.158,1.062,48.57,0.6846,193.83,0,0.47,0.04927,0.02368,4.0435,0.0057621,0.0015906,6.0204,20.804
감자탕,76.8,국,71.654,5.23769,1.72846,9.2125,2.0039,9.454,0.53856,77.261,1.4,16.96333333,0.153794,0.114098,5.03388,0.26990354,0.01916595,0,0
감자호박국,48.3,국,28.794,2.01714,0.14256,5.22605,1.1019,50.879,0.48921,83.361,0,4.081666667,0.027119,0.034358,3.46698,0.00705429,0.0079499,6.0204,20.804
감자옹심이국,44.3,국,99.024,1.59404,0.13106,22.86985,0.3979,48.519,0.39931,88.621,0,1.6075,0.013169,0.021318,1.37638,0.00454289,0.0029375,6.0204,20.804
강된장,104,국,75.6,6.5293,2.202,7.908,2.257,77.74,1.4756,294.6,0,2.728333333,0.08482,0.13053,3.5975,0.9616361,0.1608576,6.0204,20.804
건새우감자국,40.7,국,40.821,3.89236,0.43074,5.3213,0.8486,169.831,1.15024,323.589,0,0.461666667,0.053056,0.026932,3.24772,0.00457506,0.0014506,6.0204,20.804
건새우근대국,40.7,국,26.121,3.82336,0.47874,1.7813,0.8486,181.831,1.13524,375.189,0,76.61166667,0.063256,0.051232,1.53472,0.01271406,0.0267376,6.0204,20.804
건새우근대장국,38.7,국,21.426,2.67466,0.38064,2.2181,0.8586,143.496,0.91819,359.519,0,78.07708333,0.063941,0.051447,1.58922,0.01484021,0.0265352,0,0
